cofips	deaths	births	low_weight	black	hispanic	others	gini	affluence	disadvantaged	stability	safety
45091	17	2378	208	19.098011	1.849782	2.637686	0.41918	0.76915	-0.25236	-0.39865	0.45243
46003	0	29	2	0.882930	1.667757	2.975801	0.38627	-0.30765	-1.02573	0.31043	-0.20582
46005	1	202	14	0.375962	0.593315	2.484873	0.45908	0.13458	-0.55624	-0.60859	0.55410
46007	1	80	3	0.531617	3.189703	55.372132	0.43937	-0.71896	3.26974	-0.77891	-0.75103
46009	1	61	4	0.881543	0.564738	3.581267	0.39425	-0.22553	-1.08986	-0.01181	-0.51244
46011	1	333	16	0.283487	0.634302	2.948264	0.43635	0.89893	-0.58877	-2.02261	-0.47258
46013	3	438	30	0.360970	0.363790	3.922730	0.42889	0.40233	-0.72569	-0.96869	1.13649
46015	0	61	4	0.000000	0.652498	10.123043	0.40227	0.25437	-0.38906	0.06887	-0.02453
46017	0	59	4	0.098425	2.116142	81.102362	0.50082	-2.42813	6.60030	-1.66601	-0.83839
46019	1	120	8	0.000000	3.397845	2.364196	0.40203	-0.73909	0.05787	-0.02881	-0.60047
46021	0	13	1	0.000000	0.000000	0.897868	0.42559	-0.08612	-1.26944	1.79256	-0.77408
46023	2	153	11	0.096257	1.967914	29.187166	0.42141	-0.61826	1.56135	-0.12022	-0.75924
46025	0	44	2	0.000000	0.265508	1.110307	0.46743	-0.29648	-0.81099	0.78187	-0.83608
46027	1	163	7	0.760878	0.819975	5.858019	0.46375	0.83513	0.54517	-2.55933	-0.44568
46029	2	328	29	0.054060	0.984670	2.363208	0.44368	0.08419	-0.83665	-0.56574	0.15769
46031	1	88	6	0.071753	1.793829	60.751017	0.47451	-1.04388	4.35931	-0.63586	-1.20069
46033	1	70	8	0.137457	1.374570	5.580756	0.39175	0.49674	-0.89011	0.41305	-0.65808
46035	2	246	24	0.693666	0.597620	2.155701	0.44880	0.25570	-0.61758	-1.51214	2.09327
46037	1	65	3	0.000000	0.175523	9.430349	0.42938	-0.11985	-0.36331	0.56138	-0.56762
46039	1	40	4	0.111161	0.955980	1.511783	0.40533	-0.29751	-1.14302	0.71981	-0.65936
46041	3	136	11	0.267917	0.937709	74.598125	0.45450	-1.10306	4.46235	-1.35469	-1.11560
46043	0	35	2	0.000000	0.520532	1.301330	0.41097	-0.10282	-1.26195	1.02503	-1.37028
46045	0	45	4	0.068697	0.389283	0.320586	0.46043	0.09447	-0.97405	0.96481	-1.09240
46047	0	62	4	0.402522	1.368576	9.016503	0.44966	0.18130	-0.16488	-0.01377	0.22657
46049	0	26	0	0.000000	0.227273	1.136364	0.42226	-0.13097	-0.87608	1.27256	-1.04904
46051	1	89	6	0.000000	0.433287	1.236141	0.41967	-0.10955	-0.83945	0.52292	-0.57358
46053	1	34	2	0.146077	0.876461	6.406511	0.46367	-0.33976	-0.39607	0.68248	-0.58098
46055	0	17	0	0.000000	0.136612	3.597450	0.46122	0.19230	-0.81899	0.82959	-0.16166
46057	1	98	5	0.234657	0.758123	1.281588	0.44366	-0.21282	-0.96499	0.74319	-0.59496
46059	0	24	1	0.053462	0.320770	0.668271	0.49088	0.45167	-1.38779	0.68990	-0.77740
46061	0	54	3	0.063715	0.159286	0.446002	0.42458	-0.31198	-1.07367	0.87989	-0.73379
46063	0	15	0	0.517369	0.517369	1.478197	0.48691	0.38419	-0.89897	0.71439	-1.32971
46065	2	195	14	0.291244	1.255992	9.598932	0.41404	1.52207	-0.92662	-0.59219	0.28324
46067	1	91	5	0.086687	0.359133	1.102167	0.44153	-0.08155	-0.98659	0.62295	-0.92710
46069	0	15	0	0.000000	0.000000	6.223818	0.45009	0.62431	-1.04312	0.35720	-1.25531
46071	1	62	5	0.375427	0.273038	49.829352	0.45180	-0.52396	3.07650	0.15770	-0.72446
46073	0	23	3	0.000000	0.305011	0.174292	0.47587	-0.17099	-0.49827	0.64843	-1.23468
46075	0	7	1	0.586756	0.000000	3.772003	0.41551	0.27779	-0.51552	0.51177	-0.48027
46077	1	56	4	0.034394	0.550301	1.289768	0.42087	0.02883	-1.13439	0.35247	-0.77209
46079	0	109	8	0.203973	1.241575	1.835757	0.40177	0.02800	-0.76151	-0.46658	0.47513
46081	2	225	20	0.110082	2.027337	3.476745	0.44990	0.22356	0.27956	-1.23672	0.02331
46083	4	471	34	0.472421	0.650615	1.512577	0.40729	1.25225	-1.43027	-0.36942	-0.52322
46085	0	81	3	0.051348	0.025674	34.428755	0.48033	0.01194	1.31976	0.20354	-0.90421
46087	1	85	7	0.000000	0.908779	0.874486	0.40395	-0.01150	-1.33522	0.22659	-0.41041
46089	0	28	2	0.000000	0.068871	0.516529	0.44801	-0.51991	-0.73480	1.21635	-0.81803
46091	0	28	2	0.000000	0.633741	7.430070	0.42658	-0.11685	-0.49077	1.14203	-0.58947
46093	3	399	24	1.323548	1.793593	5.092154	0.41951	-0.08559	-0.62746	-0.77130	-0.38317
46095	2	38	4	0.000000	1.968315	53.432549	0.45259	-0.37680	3.89430	0.19716	-1.04491
46097	0	23	3	0.242718	0.693481	0.485437	0.41712	-0.24897	-1.00072	0.57648	-0.70503
46099	13	2494	165	1.464112	2.081858	4.438869	0.40082	0.95050	-0.78040	-1.54815	0.09094
46101	2	83	6	0.288097	0.849128	14.450341	0.39142	-0.01744	-0.71888	-0.12479	-0.64714
46103	13	1445	105	0.764410	2.636482	11.095805	0.42605	0.68072	-0.09936	-1.23476	1.00443
46105	0	28	1	0.089206	0.089206	3.597978	0.45567	0.15271	-0.49137	1.21835	-0.20420
46107	0	26	1	0.000000	0.074267	1.076866	0.44699	0.24643	-1.30880	1.25612	-0.75581
46109	0	149	9	0.069888	0.419329	31.110224	0.42975	-0.45260	0.96865	-0.05729	0.09366
46111	0	27	1	0.112150	1.532710	1.757009	0.50386	0.17246	-0.91370	0.76878	-1.03976
46113	5	383	35	0.120327	1.371731	93.582545	0.46452	-1.52383	9.05595	-0.58694	-1.22643
46115	0	81	4	0.107325	0.348806	2.468473	0.41568	-0.07135	-0.58090	0.31835	-1.14613
46117	0	40	2	0.324675	0.108225	6.782107	0.40647	0.72859	-0.86823	0.62119	-1.05440
46119	0	21	1	0.128535	0.192802	1.992288	0.42325	0.33577	-1.19987	0.80723	-1.23792
46121	3	267	21	0.000000	0.895028	85.425414	0.48238	-1.24697	6.89543	-1.93277	-0.65189
46123	0	56	5	0.000000	0.715397	11.617418	0.44406	-0.22749	-0.23983	0.79882	-0.62343
46125	1	84	5	0.056504	0.169511	0.904057	0.41058	0.15681	-1.54329	0.30226	-0.62687
46127	0	175	10	0.254291	1.335029	2.979975	0.46920	1.47360	-1.42670	-0.49086	-0.08942
46129	0	76	2	0.000000	0.937395	12.638098	0.43163	-0.16440	0.44182	-0.15743	-0.30332
46135	1	236	21	1.053021	1.773508	3.159062	0.42275	0.22697	-0.78432	-0.75586	-0.36087
46137	0	50	3	0.000000	0.635173	72.846368	0.49968	-0.94995	6.54999	-0.46561	-1.10623
47001	7	791	72	3.768400	0.888827	2.583766	0.43538	0.50243	0.02171	-0.03239	0.39192
47003	9	615	56	8.205183	7.367105	1.670835	0.42712	-0.60781	-0.25532	-0.49347	-0.28247
47005	2	171	19	2.443007	0.495858	1.433150	0.41334	-1.19918	0.10588	1.11935	-0.07137
47007	0	122	11	3.315275	0.937980	1.245249	0.47898	-1.27140	0.08095	0.87035	-1.02601
47009	9	1298	108	2.918080	0.707786	2.209350	0.42818	0.30557	-0.60617	-0.11647	-0.49564
47011	12	1213	96	3.553686	2.254306	2.078099	0.45339	-0.04779	-0.26826	-0.82959	0.07082
47013	4	505	42	0.188187	0.710092	1.934561	0.46335	-1.38569	0.68480	0.31046	-0.10804
47015	1	147	14	1.013566	0.982380	1.496959	0.43844	-0.98117	-0.22597	0.76086	-0.25070
47017	3	373	33	9.543681	1.397795	1.530110	0.45537	-0.66548	0.26843	0.53298	1.01719
47019	8	587	55	0.835360	0.845934	1.231892	0.44128	-0.78251	0.21927	0.31112	-0.29747
47021	4	502	48	1.514814	1.214079	1.331031	0.37325	0.09050	-1.05270	0.61367	-0.18892
47023	1	175	17	10.521236	0.347490	1.647362	0.42945	-0.64057	-0.00869	0.35216	0.22322
47025	1	354	36	0.961088	0.482218	1.306008	0.45908	-1.22554	0.80292	0.98809	-0.78810
47027	1	80	6	1.504514	0.576730	1.517051	0.45409	-1.36414	0.41446	1.29147	-0.59361
47029	3	420	42	2.231491	0.777596	1.650529	0.46650	-1.41773	0.97838	0.81967	-0.57812
47031	7	636	49	3.259466	2.157704	2.051485	0.46046	0.07385	-0.04035	-0.35538	-0.18298
47033	2	201	13	14.340765	5.339939	0.935866	0.43792	-0.98914	0.00505	0.49335	0.14580
47035	3	519	49	0.130336	1.269177	1.158070	0.44791	-0.46016	-0.19081	0.42526	0.31924
47037	68	8988	848	25.818095	4.491561	4.415757	0.46672	1.58503	0.17534	-2.56028	0.62839
47039	1	126	9	3.290427	2.301594	1.406530	0.50368	-0.91892	-0.00388	1.08098	-0.33692
47041	2	221	22	1.853871	2.875509	1.584113	0.50102	-0.46885	-0.00010	0.05558	1.19128
47043	4	633	53	4.490685	0.841134	1.513115	0.40319	-0.32164	-0.16912	0.03234	1.01409
47045	3	523	48	12.599587	1.121275	1.182972	0.43833	-0.47756	0.69135	-1.23589	0.34815
47047	3	403	46	36.225092	0.645699	1.291398	0.43829	-0.01874	-0.04949	0.69442	-0.70203
47049	3	199	21	0.138346	0.709774	0.270677	0.47900	-1.31283	0.82426	0.62872	1.17849
47051	2	453	36	5.164248	1.278330	2.016807	0.45464	-0.07822	-0.40296	0.20135	-0.37709
47053	4	632	50	19.523592	1.061223	1.007227	0.42982	-0.69230	0.05755	-0.27921	0.54651
47055	2	357	21	11.036778	0.950861	1.714945	0.43098	-0.48292	-0.50113	0.37850	0.72672
47057	2	268	24	0.246866	1.210126	0.580861	0.45829	-1.28520	0.06004	1.68612	-0.08423
47059	6	727	59	2.126882	1.176302	1.158817	0.43217	-0.64309	-0.10439	0.43807	-0.09949
47061	2	196	21	0.062797	0.962880	0.802400	0.47232	-1.63145	0.93719	1.42845	-0.36200
47063	4	806	64	3.941302	5.622075	1.648087	0.45943	-0.39586	-0.17694	-0.43489	0.14898
47065	38	3999	444	20.002209	1.730779	2.659664	0.46915	1.03562	-0.03662	-1.16862	0.62472
47067	1	78	9	0.486295	0.442087	2.210433	0.51161	-1.32898	0.85217	1.18446	-1.13658
47069	6	367	46	40.192137	1.092332	2.010318	0.47410	-1.16472	1.01907	0.18249	0.99337
47071	1	284	28	2.947846	1.129877	1.387911	0.47101	-0.86106	0.20403	0.34054	0.25971
47073	5	663	51	1.558912	0.662771	0.886806	0.43473	-0.80629	-0.16438	0.71008	-0.47449
47075	4	315	31	51.123908	2.399353	0.626358	0.47275	-0.91264	1.19097	-0.60657	0.49659
47077	4	365	28	8.059713	0.764047	1.198966	0.44690	-0.73366	-0.20340	0.77052	1.51343
47079	5	368	32	9.268841	0.800257	1.285554	0.41813	-0.72011	0.16501	0.35998	2.63966
47081	2	278	24	4.422516	0.856694	1.278314	0.41636	-1.20230	-0.07896	0.59007	-0.37153
47083	1	106	9	2.398615	1.063304	1.842235	0.47168	-0.77297	0.01142	0.99041	-0.56921
47085	1	221	18	2.688382	1.015115	1.829438	0.42434	-0.59018	-0.43582	0.71466	1.07668
47087	0	99	10	0.018208	0.983248	2.221413	0.48608	-1.14675	-0.06922	1.13832	-0.32406
47089	3	516	47	2.366009	1.551000	1.065607	0.44953	-0.56000	-0.07544	0.44654	-0.24707
47091	3	162	19	1.845820	0.828619	1.022916	0.50134	-1.35110	0.60687	1.06199	-0.29181
47093	34	4841	459	8.614462	1.159850	2.830129	0.47914	1.44721	-0.20686	-1.24486	0.04230
47095	1	75	13	32.009052	0.766910	1.081217	0.44418	-1.85943	1.71037	-1.16911	-0.20143
47097	5	415	42	34.626029	0.878196	1.143869	0.45606	-1.22511	1.08670	-0.76488	1.94697
47099	3	603	35	1.465211	1.224766	0.999349	0.46440	-0.90943	0.17063	0.28166	-0.12999
47101	1	152	17	1.504355	1.495557	1.433976	0.43595	-1.06493	0.31286	0.73793	0.35042
47103	2	377	48	7.319719	1.183791	1.598596	0.48008	-0.10400	-0.01512	0.15984	-0.14844
47105	3	483	36	1.082229	2.167016	1.588804	0.43428	0.33321	-0.72987	0.25790	0.11019
47107	3	634	58	4.584311	1.679078	1.681118	0.44865	-0.61605	-0.14969	0.19504	0.90203
47109	2	341	30	5.780230	1.083032	1.914574	0.48093	-0.82295	-0.13275	0.69319	-0.59970
47111	2	257	26	0.068675	2.173060	1.005592	0.45483	-1.19160	0.01874	0.63599	0.62217
47113	21	1369	149	32.211418	1.635506	1.728062	0.46144	0.59022	0.51280	-1.27202	2.07303
47115	4	349	32	4.226671	0.345622	1.119672	0.44882	-0.71570	0.00936	1.12360	-0.18313
47117	3	374	34	7.897785	2.476931	0.952666	0.40865	-0.41472	-0.48730	-0.32586	0.03892
47119	6	1010	87	14.394659	2.961236	1.412990	0.41437	0.13509	-0.31059	-0.43867	0.04823
47121	1	143	8	1.298936	0.396897	0.595345	0.43550	-1.27948	0.45944	1.18872	-1.12513
47123	4	527	47	2.335669	1.678602	1.814635	0.43475	-1.04946	0.28779	0.63389	-0.10338
47125	20	2343	214	18.589725	5.286863	5.118426	0.39626	0.04848	0.08329	-2.04135	2.26229
47127	0	57	6	3.797909	0.000000	1.219512	0.44854	-0.16129	-0.60372	1.25285	-0.96325
47129	2	224	23	2.221997	0.708610	1.103406	0.40724	-1.53997	0.18962	1.51937	-0.93307
47131	6	408	44	9.639445	1.759630	1.340524	0.44930	-0.68384	-0.19465	-0.12345	2.18272
47133	1	228	20	0.208768	0.775425	0.889750	0.43591	-1.33609	0.09499	1.26779	-0.15069
47135	1	99	6	1.507011	1.009042	1.218713	0.51987	-0.78240	-0.41011	1.82172	-0.37874
47137	0	50	5	0.303337	0.525784	0.566229	0.46347	-1.14807	-0.57924	1.44704	0.42846
47139	2	212	22	0.137072	0.610592	1.395639	0.45059	-1.08852	-0.59139	1.32091	-0.88133
47141	8	825	75	1.604750	3.124448	2.108642	0.46646	0.07753	-0.17347	-1.35698	0.25261
47143	3	424	42	1.961268	1.415493	1.764085	0.44961	-0.96376	0.27392	0.42988	-0.16551
47145	3	541	40	2.565980	0.674244	1.830091	0.46524	-0.01723	-0.00518	0.56205	-0.81976
47147	6	890	80	8.373597	2.707916	1.508276	0.40280	-0.02224	-0.64730	-0.06238	-0.21688
47149	20	3127	286	9.324646	2.763387	3.360564	0.39115	0.84174	-0.43307	-1.47991	-0.12231
47151	3	328	25	0.018933	0.359729	1.476783	0.47790	-1.37740	0.69700	1.01491	0.40370
47153	2	158	17	0.123131	0.351803	1.688654	0.46634	-0.69932	0.35812	0.48752	0.01248
47155	6	944	85	0.719404	0.991991	2.051426	0.43599	-0.37531	-0.14445	-0.26494	0.75078
47157	188	14939	1560	48.256770	2.487209	2.977029	0.47644	1.11254	1.06804	-1.69729	0.78630
47159	2	205	17	2.393857	0.784779	1.823622	0.43561	-0.58586	-0.32344	0.37479	1.62902
47161	3	148	17	0.590137	0.873080	3.282134	0.42210	-0.75190	-0.05968	0.59834	-0.10994
47163	16	1634	146	1.913125	0.695860	1.318541	0.46834	0.23523	-0.25464	0.15346	-0.17312
47165	9	1829	138	5.816833	1.707181	1.883495	0.40935	0.75652	-0.65129	-0.59193	1.79989
47167	13	734	77	19.863080	1.064929	1.796337	0.42616	-0.24619	0.10897	-0.22145	-0.11800
47169	0	90	7	10.800386	2.093952	1.143408	0.42745	-0.90463	-0.42221	0.65014	6.15019
47171	1	165	13	0.000000	2.360333	0.849041	0.41079	-0.79871	-0.31355	0.67376	-0.87340
47173	2	254	25	0.039308	0.353774	1.224169	0.45161	-1.50995	0.29164	1.25648	-0.67707
47175	0	66	5	0.236020	0.363108	0.762527	0.52776	-1.19377	0.11604	1.84119	-0.71807
47177	2	547	41	2.980980	4.828091	1.572787	0.44061	-0.89703	0.09502	-0.37342	0.92274
47179	15	1298	122	3.588686	1.414205	2.079330	0.47069	0.54514	-0.12727	-0.76248	0.83249
47181	0	168	13	6.667854	0.872818	1.056882	0.46800	-1.27715	0.29006	1.06147	-0.80984
47183	3	386	26	7.086975	0.917037	2.349907	0.44704	-0.59788	-0.03705	-0.65898	1.36064
47185	2	297	27	1.774738	0.909012	1.510692	0.43472	-1.15284	-0.16862	0.80158	0.04263
47187	7	1771	129	5.395695	2.466874	2.219713	0.43531	3.80905	-1.36783	-0.54818	0.09114
47189	9	1254	111	6.401378	1.210463	1.571913	0.40537	1.07268	-0.82160	0.04156	-0.51916
48001	5	707	54	23.315611	12.001669	1.477073	0.45034	-0.76153	0.52004	0.36253	0.39080
48003	2	202	22	2.183943	40.110735	1.414949	0.46229	-0.57235	0.42766	0.75171	0.47159
48005	7	1339	100	14.634968	14.079621	1.859478	0.43776	-0.29731	0.18313	-0.03953	0.10748
48007	1	255	22	1.111259	20.416055	5.205138	0.49652	-0.00990	0.61068	-0.28878	0.09905
48009	1	106	6	0.124238	4.574204	1.728033	0.44955	0.31268	-0.87554	0.51455	-0.62079
48011	0	22	3	0.000000	3.910615	1.582868	0.40207	0.41794	-1.13367	0.27760	-0.52762
48013	6	666	62	0.289945	58.695765	1.721549	0.45851	-0.81048	0.56198	0.99820	-0.65912
48015	2	349	25	10.474777	16.057652	1.627808	0.42875	0.30011	-0.70921	0.29091	0.14419
48017	0	126	11	1.122232	47.725205	2.001820	0.42954	-0.99988	0.00396	-0.60758	-0.31137
48019	0	197	17	0.260697	13.454236	1.813545	0.43012	0.72831	-0.69280	0.61849	-0.74908
48021	5	949	66	8.258708	23.986282	2.288119	0.40122	0.36572	-0.46218	0.45014	-0.14390
48023	1	50	7	1.343758	9.137552	3.029563	0.50956	-0.13823	-0.30079	-0.38291	0.02972
48025	3	360	27	9.919960	53.954078	1.208319	0.44596	-1.18408	1.11237	-1.56361	-0.37503
48027	39	5748	471	19.478599	16.680394	6.591897	0.41490	0.23044	0.16622	-2.62867	0.04457
48029	174	24700	2273	6.758913	54.346123	3.338643	0.45445	0.67756	0.44879	-1.73766	-0.76591
48031	2	94	8	0.772155	15.288667	1.853172	0.44091	0.64853	-0.86406	0.15355	-1.13734
48033	0	4	0	0.685871	18.244170	1.371742	0.47263	1.22249	-0.63259	0.71687	-0.57919
48035	2	231	17	1.551965	12.328528	1.581028	0.45090	-0.01020	-0.62900	0.09632	-0.32466
48037	13	1158	125	23.196650	4.266231	2.273084	0.47560	-0.00791	0.70447	-0.58319	0.95966
48039	28	4353	344	8.261260	22.763239	3.649795	0.40516	0.97212	-0.43044	-0.36412	0.04398
48041	13	2257	177	10.495686	17.862415	5.530296	0.51180	1.41573	0.72581	-3.79023	-0.31215
48043	1	129	13	0.834649	43.717573	1.725694	0.45001	0.27633	0.43712	-1.35310	-0.84177
48045	0	22	1	2.905028	22.737430	0.837989	0.40970	-0.19426	-0.53979	0.50333	-0.71095
48047	0	137	12	0.000000	92.001003	0.238215	0.52637	-1.71597	3.19388	0.72239	-0.08591
48049	5	510	38	3.917821	15.222700	1.781069	0.45259	-0.41019	0.38552	-0.58498	0.91764
48051	2	232	17	14.978749	14.638737	1.463267	0.45423	-0.29926	-0.09600	1.24036	0.31070
48053	3	497	32	1.238762	14.759715	1.783466	0.42829	0.26182	-0.75043	-0.01361	0.26430
48055	4	534	43	8.122632	40.603839	2.227123	0.40440	-0.50361	0.09441	-0.19952	-0.87815
48057	2	330	22	2.063254	40.708093	4.935342	0.45959	-0.25104	0.30027	-0.00907	-0.53989
48059	1	127	11	0.224719	6.222394	1.673770	0.40660	-0.57188	-0.30984	0.58907	-0.55595
48061	54	8778	657	0.321871	84.466943	0.728163	0.48783	-0.97639	2.92478	-0.48742	-0.08324
48063	0	198	14	18.529743	14.451468	2.121396	0.49438	-0.51290	0.46463	-0.11665	0.82728
48065	1	66	7	0.337630	6.813996	2.655003	0.42150	0.28459	-1.14101	1.02873	-1.01060
48067	2	368	32	19.061699	1.622971	1.961364	0.48739	-0.63987	0.21432	0.66546	0.37339
48069	0	131	10	3.524442	51.828606	0.881110	0.46683	-0.35489	0.19410	-0.04267	0.98840
48071	3	360	21	9.580884	10.894702	1.548154	0.40447	0.42689	-0.65510	0.88395	-0.14555
48073	4	798	64	16.348400	13.251463	0.992306	0.43952	-0.89433	0.25410	0.06075	-0.09957
48075	1	93	9	13.995838	20.317378	1.964100	0.43588	-1.01650	0.54241	-0.23156	0.16048
48077	0	91	8	0.408868	3.071052	2.544067	0.38917	-0.24766	-0.88042	0.85046	-0.65987
48079	0	56	4	4.262735	45.040214	1.715818	0.46030	-0.71192	1.79752	0.23694	-0.67969
48081	1	31	3	1.138716	16.951346	1.371636	0.47910	-0.07926	-0.62808	0.75587	-0.78584
48083	1	113	8	1.862480	13.427179	2.176502	0.47874	-0.62401	0.34000	-0.02123	0.09147
48085	53	9693	795	4.591041	10.222606	9.109676	0.40945	4.27993	-1.31095	-2.07153	-0.46483
48087	1	36	4	4.678727	20.586400	3.399875	0.48079	-0.07832	0.37473	0.25171	0.39203
48089	2	279	22	14.938695	19.759686	0.799411	0.47266	-0.17897	-0.14542	0.66558	0.53439
48091	6	1146	84	0.806193	22.600326	2.025096	0.41979	1.35235	-0.80266	-0.23096	0.45614
48093	2	162	13	0.648795	21.060887	1.376016	0.45595	-0.68614	-0.28007	0.29505	-0.75942
48095	0	23	2	0.932930	41.654060	0.756430	0.52893	0.12859	-0.56020	-0.56626	-0.47204
48097	5	518	39	2.934301	9.817672	2.552045	0.43387	-0.00181	-0.29262	-0.46476	-0.03220
48099	9	958	80	20.850116	12.525007	6.229827	0.38041	-0.57910	0.00307	-2.76403	0.20344
48101	0	24	2	9.086134	18.907563	0.577731	0.49495	-0.30375	0.10232	-0.30407	-1.02832
48103	0	48	3	2.052052	44.094094	1.626627	0.47267	-0.52833	0.12610	1.22537	-0.09654
48105	0	60	3	0.121981	55.086606	0.487924	0.42759	-0.91995	0.42992	0.47099	0.33131
48107	1	107	11	3.662330	48.840498	0.664593	0.52833	-0.58303	1.41261	-0.62778	-0.18424
48109	0	50	4	0.403361	72.336134	2.184874	0.43494	-1.19743	0.80120	0.71793	-0.01287
48111	1	83	11	1.221472	28.479589	2.073288	0.42948	-0.93743	0.48912	-0.98048	0.98116
48113	309	43354	3463	19.992843	29.885317	5.797335	0.46989	1.34827	0.04735	-2.75947	0.20621
48115	1	197	24	8.595262	48.088088	0.774107	0.52377	-0.74023	0.56827	-0.36788	-0.53099
48117	4	351	30	1.670169	57.707020	1.239157	0.45598	-0.83924	1.37333	-0.79428	-0.67117
48119	0	73	5	9.348601	0.807209	3.360240	0.45360	-0.52484	0.12633	0.00172	-0.34282
48121	47	8348	617	5.712557	12.094204	6.210044	0.41134	2.80842	-0.98591	-2.23895	-0.10721
48123	1	228	18	10.443212	27.307250	1.558987	0.47323	-0.53032	0.29816	0.35843	-0.07140
48125	0	30	1	7.784214	23.388849	0.977552	0.46847	-0.90933	-0.15210	0.18318	-0.70172
48127	1	180	16	1.268540	85.314208	0.556206	0.46825	-1.60805	3.14483	0.72282	-0.67170
48129	0	42	3	4.049112	5.799373	1.671891	0.45381	-0.06166	0.34984	0.26498	0.82182
48131	1	195	22	0.388720	88.155488	0.388720	0.48855	-1.37561	1.81324	1.37554	-0.84066
48133	3	213	22	1.393671	10.750396	1.918347	0.47554	-0.54155	0.26412	0.02153	0.03010
48135	13	2280	221	4.348472	42.389967	2.210976	0.45692	-0.65423	0.90656	-0.48655	0.88187
48137	0	26	1	0.046253	45.605920	0.231267	0.46130	-0.24872	0.73218	1.26190	-0.61774
48139	11	1890	140	8.574892	18.244432	1.693606	0.40397	0.67821	-0.52449	-0.38490	-0.21059
48141	62	14324	1220	2.726368	78.273952	2.020535	0.46879	-0.40504	1.88796	-1.20100	0.03355
48143	3	437	27	0.490894	14.978334	2.118118	0.47281	0.50329	0.13645	-1.33295	0.05912
48145	3	210	17	27.320198	15.869940	1.082041	0.50634	-0.79419	0.89181	-0.05869	-0.51315
48147	2	349	33	7.790794	5.662250	2.144549	0.45303	-0.33228	-0.20580	-0.44059	0.15335
48149	1	275	20	6.595120	12.653642	0.972299	0.47361	0.10320	-0.86482	0.46259	-0.57854
48151	0	37	3	2.325046	21.708103	1.243094	0.44281	-0.49892	-0.02051	0.27380	-0.64467
48153	1	102	11	2.535066	46.030112	1.441256	0.48187	-0.41812	0.59472	-0.21572	-0.20623
48155	0	16	1	2.466091	16.214550	1.541307	0.46380	-0.53433	-0.56726	-0.00021	0.06635
48157	33	5759	524	19.746538	21.099049	12.950414	0.40393	2.86425	-0.64383	-0.31896	-0.44192
48159	1	111	9	3.933178	8.775640	1.258194	0.46827	-0.02495	-0.29206	0.22656	0.01530
48161	1	212	19	18.447417	8.434544	1.326468	0.45505	-0.46752	-0.27788	0.89688	-0.75836
48163	1	237	21	4.620970	73.917056	0.627615	0.47460	-0.97862	1.48445	0.23814	-0.81917
48165	3	259	23	3.131264	35.791802	0.566807	0.45099	-0.81768	0.33912	0.61393	-0.57864
48167	29	3865	358	15.079270	18.049793	3.892740	0.45335	1.29191	0.17023	-1.24388	-0.05577
48169	0	62	5	5.890805	37.151067	1.046798	0.47410	-0.83355	0.51447	-0.51301	-0.83564
48171	1	231	17	0.115307	15.989238	1.263573	0.43672	0.77476	-0.97727	0.28586	-0.65476
48173	0	14	1	0.071124	29.871977	1.493599	0.50219	0.73194	-0.88651	0.33575	-0.98632
48175	0	77	4	4.590069	35.132794	0.866051	0.45025	-0.23384	-0.25175	0.85336	-0.36220
48177	3	330	30	8.390595	39.880825	0.917973	0.46174	-0.75455	0.16138	0.06692	0.19500
48179	2	277	21	5.623461	12.983644	3.644917	0.46460	-0.42928	-0.18068	-0.08619	0.45034
48181	7	1619	126	5.845653	6.393598	3.477553	0.44350	0.31542	-0.32769	-0.82184	0.40157
48183	13	1933	165	20.071109	8.864328	2.051554	0.46210	0.33974	0.37512	-1.29974	1.16405
48185	3	317	32	19.730808	16.249151	1.324728	0.45574	-0.76865	0.28946	0.57982	-0.06699
48187	6	1202	95	4.767307	33.159970	2.629658	0.39665	0.40888	-0.42144	-0.06452	-0.45078
48189	2	634	57	5.477843	47.989181	1.849626	0.43771	-0.54202	0.65738	-1.37440	0.54901
48191	0	56	3	7.509254	27.551560	1.295611	0.44132	-0.91110	0.80265	-0.40464	-0.29631
48193	0	94	6	0.000000	7.497873	0.862802	0.44044	-0.00151	-0.68856	-0.02997	-0.28176
48195	0	94	7	0.000000	31.830881	1.657664	0.45148	0.08942	-0.66754	-0.17841	-0.82836
48197	1	45	6	5.524979	15.093141	1.820491	0.47802	-0.38461	0.12914	-0.27906	-0.21599
48199	4	659	49	6.910324	2.446280	1.791026	0.43018	-0.07984	-0.30763	1.27014	0.16140
48201	445	66938	5499	18.189584	32.953957	6.814077	0.47094	1.36077	0.20451	-2.37254	-0.16075
48203	8	870	79	23.905973	5.400097	1.471583	0.46005	-0.19240	0.38260	0.36922	-0.29632
48205	1	83	5	7.910421	13.780025	0.939137	0.41321	0.66556	-1.79085	-0.36372	-0.73217
48207	1	66	4	2.921385	20.613819	1.312982	0.48499	-0.15743	0.54889	0.53771	-0.00584
48209	7	1629	114	3.478876	29.447991	2.575085	0.44060	1.58356	-0.35907	-1.70182	-0.27086
48211	0	46	1	0.925097	15.099970	1.850194	0.41023	0.17911	-0.66311	0.26781	-0.29440
48213	6	957	79	6.505452	6.749730	1.950134	0.46749	-0.31288	-0.14410	0.78249	0.23468
48215	71	16148	1117	0.362798	88.421197	0.853787	0.48853	-1.21583	3.20181	0.29953	0.32229
48217	5	490	33	7.286284	13.437084	1.633613	0.44634	-0.52929	-0.07163	-0.05253	0.65135
